sample_num,dna_sample,dna_id,soil_let,soil_stress,soil_type,microbe_type,nickel,drought,tray,pds,date.collected,date.dna,pds.8.22.2018,height.8.22.2018,leaf.num.8.22.2018,date.8.22.2018,pds.8.29.2018,height.8.29.2018,leaf.num.8.29.2018,date.8.29.2018,pds.10.22.2018,height.10.22.2018,leaf.numpds.10.22.2018,date.10.22.2018,pds.9.3.2018,height.9.3.2018,leaf.num.9.3.2018,date.9.3.2018,pds.9.10.2018,height.9.10.2018,leaf.num.9.10.2018,date.9.10.2018,pds.9.24.2018,height.9.24.2018,leaf.num.9.24.2018,date.9.24.2018,pds.9.17.2018,height.9.17.2018,leaf.num.9.17.2018,date.9.17.2018,pds.10.1.2018,height.10.1.2018,leaf.num.10.1.2018,date.10.1.2018,pds.10.8.2018,height.10.8.2018,leaf.num.10.8.2018,date.10.8.2018,pds.10.15.2018,height.10.15.2018,leaf.num.10.15.2018,date.10.15.2018,pds.11.12.2018,height.11.12.2018,leaf.num.11.12.2018,date.11.12.2018,pds.11.19.2018,height.11.19.2018,leaf.num.11.19.2018,date.11.19.2018,pds.11.26.2018,height.11.26.2018,leaf.num.11.26.2018,date.11.26.2018,sample_num_let,Analysis Date Time,ImageFileName,ImageAcqDeviceAndSoftwareInfo DateTimeModified,AnalysedRegionArea(cm2),AnalysedRegionWidth(cm),AnalysedRegionHeight(cm),Left Top Right Bottom NExclusions,DevOrder Criteria,ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile],PxClassif,Filters,Fractal PxMin PxMax,SoilVol(m3),Length(cm),ProjArea(cm2),SurfArea(cm2),AvgDiam(mm),LenPerVol(cm/m3),RootVolume(cm3),FractalDimension,FractalDeviation,Tips,Forks,Crossings,NofNodules,NumberOfClasses,ClassBoundaries,0<.L.<=0.5000000,0.5000000<.L.<=1.0000000,1.0000000<.L.<=1.5000000,1.5000000<.L.<=2.0000000,2.0000000<.L.<=2.5000000,2.5000000<.L.<=3.0000000,3.0000000<.L.<=3.5000000,3.5000000<.L.<=4.0000000,4.0000000<.L.<=4.5000000,.L.>4.5000000,0<.SA.<=0.5000000,0.5000000<.SA.<=1.0000000,1.0000000<.SA.<=1.5000000,1.5000000<.SA.<=2.0000000,2.0000000<.SA.<=2.5000000,2.5000000<.SA.<=3.0000000,3.0000000<.SA.<=3.5000000,3.5000000<.SA.<=4.0000000,4.0000000<.SA.<=4.5000000,.SA.>4.5000000,0<.PA.<=0.5000000,0.5000000<.PA.<=1.0000000,1.0000000<.PA.<=1.5000000,1.5000000<.PA.<=2.0000000,2.0000000<.PA.<=2.5000000,2.5000000<.PA.<=3.0000000,3.0000000<.PA.<=3.5000000,3.5000000<.PA.<=4.0000000,4.0000000<.PA.<=4.5000000,.PA.>4.5000000,0<.V.<=0.5000000,0.5000000<.V.<=1.0000000,1.0000000<.V.<=1.5000000,1.5000000<.V.<=2.0000000,2.0000000<.V.<=2.5000000,2.5000000<.V.<=3.0000000,3.0000000<.V.<=3.5000000,3.5000000<.V.<=4.0000000,4.0000000<.V.<=4.5000000,.V.>4.5000000,0<.T.<=0.5000000,0.5000000<.T.<=1.0000000,1.0000000<.T.<=1.5000000,1.5000000<.T.<=2.0000000,2.0000000<.T.<=2.5000000,2.5000000<.T.<=3.0000000,3.0000000<.T.<=3.5000000,3.5000000<.T.<=4.0000000,4.0000000<.T.<=4.5000000,.T.>4.5000000
13,125A13,125,A,S,serpentine,serpentine,no,no,5,1,12/1/18,4/23/19,1,2.5,4,8/22/18,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,,,,11/19/18,1,4,,11/26/18,13A,4/17/19 16:19,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,28.9206,4.738,6.2722,1284 2252 2028 32402,MAG ANG DIAM LEN,Grey Intr cm 0.006368 0.006348 Scanner.Cal,GreyThdAutom-179,Smooth Off Area Off LWRatio Off,Off,1,22.3535,0.8324,2.615,0.3852,18.409,0.021,0,0,23,41,4,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,13.8467,4.3899,0.1723,0,0,0,0,0,0,0,1.155,0.802,0.0578,0,0,0,0,0,0,0,0.3677,0.2553,0.0184,0,0,0,0,0,0,0,0.0095,0.012,0.0015,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
22,114A22,114,A,S,serpentine,serpentine,no,no,6,4,11/17/18,4/15/19,1,2.5,4,8/22/18,1,2.5,5,8/29/18,4,2,6,10/22/18,1,2,6,9/3/18,2,2.5,7,9/10/18,2,3,8,9/24/18,2,2,7,9/17/18,3,3,8,10/1/18,3,2,7,10/8/18,4,2,5,10/15/18,4,2,6,11/12/18,,,,11/19/18,,,,11/26/18,22A,5/8/19 15:24,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,39.7747,4.2285,9.5226,1440 1120 2104 26201,MAG ANG DIAM LEN,Grey Intr cm 0.006368 0.006348 Scanner.Cal,GreyThdAutom-176,Smooth Off Area Off LWRatio Off,Off,1,35.6873,1.1107,3.4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,99A57,99,A,S,serpentine,serpentine,no,no,4,2,9/11/18,4/9/19,1,3,4,8/22/18,1,3,4,8/29/18,.,.,.,10/22/18,1,2.5,5,9/3/18,2,3.5,6,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,57A,10/24/19 10:36,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,57.8302,7.5438,8.5534,825 1191 2013 25389,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-184,Smooth Off Area Off LWRatio Off,Off,1,74.5152,1.7872,5.6146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,96A38,96,A,S,serpentine,serpentine,no,no,1,4,11/17/18,4/8/19,1,3,4,8/22/18,1,3.5,4,8/29/18,2,3,13,10/22/18,1,4,4,9/3/18,2,3.5,6,9/10/18,2,4,7,9/24/18,2,4,6,9/17/18,2,3.5,11,10/1/18,2,3,14,10/8/18,2,4,14,10/15/18,4,7,12,11/12/18,,,,11/19/18,,,,11/26/18,38A,10/31/19 10:54,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,42.2916,4.9911,9.1631,1338 1122 2124 25653,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-173,Smooth Off Area Off LWRatio Off,Off,1,30.45,0.9691,3.0446,0.2398,74.5152,0.034,0,0,202,162,39,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,71.4706,2.9184,0.0717,0.0544,0,0,0,0,0,0,4.2792,0.5264,0.0302,0.0259,0,0,0,0,0,0,1.3621,0.1675,0.0096,0.0082,0,0,0,0,0,0,0.0253,0.0077,0.001,0.001,0,0,0,0,0,0,200,2,0,0,0,0,0,0,0,0
2,48A2,48,A,S,serpentine,serpentine,no,no,4,1,12/1/18,3/8/19,1,3,4,8/22/18,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,,,,11/19/18,1,3.833333333,,11/26/18,2A,10/8/19 10:06,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,22.0311,4.9339,8.1534,1293 1662 2070 29466,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-174,Smooth Off Area Off LWRatio Off,Off,1,18.1774,0.6366,2,0.2805,46.3161,0.029,0,0,49,70,6,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,45.5912,0.7248,0,0,0,0,0,0,0,0,3.4655,0.1363,0,0,0,0,0,0,0,0,1.1031,0.0434,0,0,0,0,0,0,0,0,0.0233,0.0021,0,0,0,0,0,0,0,0,47,2,0,0,0,0,0,0,0,0
45,24A45,24,A,S,serpentine,serpentine,no,no,4,3,10/21/18,2/15/19,1,3,4,8/22/18,1,2.5,4,8/29/18,.,.,.,10/22/18,2,3,6,9/3/18,2,3,7,9/10/18,2,3,8,9/24/18,2,3,7,9/17/18,2,3,9,10/1/18,3,3.5,10,10/8/18,3,4,10,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,45A,10/10/19 11:40,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,31.595,4.2926,11.3284,1436 728 2112 25129,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-172,Smooth Off Area Off LWRatio Off,Off,1,27.1508,0.8033,2.5238,0.256,75.2247,0.039,0,0,134,302,93,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,72.0042,3.0775,0.1223,0,0,0,0,0,0,0,4.5332,0.5921,0.0416,0,0,0,0,0,0,0,1.443,0.1885,0.0132,0,0,0,0,0,0,0,0.0272,0.0094,0.0011,0,0,0,0,0,0,0,131,3,0,0,0,0,0,0,0,0
89,113A89,113,A,S,serpentine,serpentine,no,no,1,4,11/17/18,4/15/19,1,3,4,8/22/18,1,3,4,8/29/18,2,2,12,10/22/18,2,3.5,5,9/3/18,2,3.5,7,9/10/18,2,3.5,12,9/24/18,2,3.5,8,9/17/18,2,3.5,12,10/1/18,2,3.5,13,10/8/18,2,3,14,10/15/18,4,3,7,11/12/18,,,,11/19/18,,,,11/26/18,89A,5/8/19 14:27,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,26.4877,6.3237,4.9898,1437 2007 2430 279311,MAG ANG DIAM LEN,Grey Intr cm 0.006368 0.006348 Scanner.Cal,GreyThdAutom-170,Smooth Off Area Off LWRatio Off,Off,1,57.4917,2.0085,6.3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,121A8,121,A,S,serpentine,serpentine,no,no,4,1,12/1/18,4/23/19,1,3.5,4,8/22/18,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,,,,11/19/18,1,3.666666667,,11/26/18,8A,10/31/19 10:39,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,58.9517,6.8961,9.6012,1257 1077 2343 25896,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-182,Smooth Off Area Off LWRatio Off,Off,1,30.3921,0.9051,2.8434,0.4187,712.0931,0.981,0,0,480,6402,1352,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,569.2657,97.4491,26.2173,10.2007,4.1544,2.9384,0.8586,0.5564,0.4516,0,36.9348,20.9187,9.8793,5.5516,2.8894,2.4692,0.8503,0.6472,0.5881,0,11.7567,6.6586,3.1447,1.7671,0.9197,0.786,0.2707,0.206,0.1872,0,0.2354,0.3733,0.3005,0.2423,0.1605,0.1656,0.0671,0.06,0.061,0,475,4,0,0,0,1,0,0,0,0
23,35A23,35,A,S,serpentine,serpentine,no,no,3,4,11/17/18,2/25/19,1,4,4,8/22/18,2,4.5,4,8/29/18,2,4,18,10/22/18,1,4,5,9/3/18,2,4,8,9/10/18,2,4,11,9/24/18,2,4,10,9/17/18,2,4.5,13,10/1/18,2,4,15,10/8/18,2,3.5,12,10/15/18,4,5,14,11/12/18,,,,11/19/18,,,,11/26/18,23A,10/8/19 10:13,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,62.0567,7.1628,11.938,1268 1132 2396 301211,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-165,Smooth Off Area Off LWRatio Off,Off,1,46.2525,1.8793,5.904,0.2487,132.99,0.065,0,0,171,812,278,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,126.4134,6.346,0.1798,0,0,0,0,0,0,0,7.378,1.2679,0.0634,0,0,0,0,0,0,0,2.3485,0.4036,0.0202,0,0,0,0,0,0,0,0.0431,0.0209,0.0018,0,0,0,0,0,0,0,170,1,0,0,0,0,0,0,0,0
78,152A78,152,A,S,serpentine,serpentine,no,no,7,6,12/15/18,7/27/19,1,4,4,8/22/18,1,3.5,5,8/29/18,2,2,10,10/22/18,2,4,6,9/3/18,2,3.5,8,9/10/18,2,3.5,8,9/24/18,2,3.5,7,9/17/18,2,3,9,10/1/18,2,3,9,10/8/18,2,2.5,9,10/15/18,2,2,3,11/12/18,,,,11/19/18,,,,11/26/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,132A76,132,A,S,serpentine,serpentine,no,no,7,3,10/21/18,5/1/19,1,4.5,4,8/22/18,1,3.5,5,8/29/18,.,.,.,10/22/18,1,4,5,9/3/18,2,4,7,9/10/18,2,4,10,9/24/18,2,3.5,8,9/17/18,2,1.5,10,10/1/18,3,3.5,8,10/8/18,3,2,12,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,76A,10/10/19 11:30,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,21.8834,5.8293,6.077,1035 1278 1953 22359,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-165,Smooth Off Area Off LWRatio Off,Off,1,30.4648,1.1611,3.6476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,82A3,82,A,S,serpentine,serpentine,no,no,9,1,12/1/18,4/1/19,.,.,.,8/22/18,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,,,,11/19/18,1,3.5,,11/26/18,3A,4/10/19 15:04,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,28.2713,4.2412,6.6658,588 2406 1254 3456 0,MAG ANG DIAM LEN,Grey Intr cm 0.006368 0.006348 Scanner.Cal,GreyThdAutom-176,Smooth Off Area Off LWRatio Off,Off,1,22.0236,0.6958,2.1859,0.3183,30.45,0.024,0,0,47,71,8,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,28.4474,1.5313,0.2419,0.2294,0,0,0,0,0,0,2.1709,0.3189,0.084,0.1165,0,0,0,0,0,0,0.691,0.1015,0.0267,0.0371,0,0,0,0,0,0,0.0148,0.0055,0.0023,0.0047,0,0,0,0,0,0,42,5,0,0,0,0,0,0,0,0
429,7A429,7,A,S,serpentine,serpentine,.,.,.,0,7/13/18,2/8/19,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4157,5.8868,0.008,0,0,9,7,1,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,4.8185,0.9185,0.1499,0,0,0,0,0,0,0,0.4695,0.1814,0.0547,0,0,0,0,0,0,0,0.1494,0.0577,0.0174,0,0,0,0,0,0,0,0.0041,0.003,0.0016,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0
428,13A428,13,A,S,serpentine,serpentine,.,.,.,0,7/13/18,2/11/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,1A427,1,A,S,serpentine,serpentine,.,.,.,0,7/13/18,2/1/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.3159,22.0236,0.017,0,0,11,3,3,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,21.2433,0.5934,0.0996,0.0878,0,0,0,0,0,0,1.822,0.1187,0.0398,0.0437,0,0,0,0,0,0,0.58,0.0378,0.0127,0.0139,0,0,0,0,0,0,0.0131,0.0019,0.0013,0.0017,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0
157,139B157,139,B,NS,nonserpentine,nonserpentine,no,no,1,5,12/15/18,5/15/19,1,1,3,8/22/18,1,1,4,8/29/18,2,7.5,12,10/22/18,1,2,4,9/3/18,2,4.5,6,9/10/18,2,4.5,5,9/24/18,2,4.5,5,9/17/18,2,4.5,8,10/1/18,2,6.5,9,10/8/18,2,7,10,10/15/18,3,12.5,12,11/12/18,4,16,13,11/19/18,,,,11/26/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,32B169,32,B,NS,nonserpentine,nonserpentine,no,no,1,4,11/17/18,2/25/19,1,2.5,3,8/22/18,1,3,4,8/29/18,2,7.5,14,10/22/18,1,3,4,9/3/18,2,6,6,9/10/18,2,6,8,9/24/18,2,6,7,9/17/18,2,6.5,10,10/1/18,2,6.5,11,10/8/18,2,7,13,10/15/18,4,9.5,10,11/12/18,,,,11/19/18,,,,11/26/18,169B,4/17/19 16:48,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,83.576,6.8777,14.9822,1392 1128 2472 34889,MAG ANG DIAM LEN,Grey Intr cm 0.006368 0.006348 Scanner.Cal,GreyThdAutom-177,Smooth Off Area Off LWRatio Off,Off,1,279.6989,8.9187,28.019,0.2959,38.0601,0.026,0,0,25,26,2,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,36.7691,1.2423,0.0486,0,0,0,0,0,0,0,2.973,0.251,0.0181,0,0,0,0,0,0,0,0.9463,0.0799,0.0058,0,0,0,0,0,0,0,0.0208,0.0042,0.0005,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0
151,98B151,98,B,NS,nonserpentine,nonserpentine,no,no,9,2,9/11/18,4/9/19,1,3,4,8/22/18,1,2.5,4,8/29/18,.,.,.,10/22/18,1,3,4,9/3/18,2,3.5,6,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,151B,10/29/19 9:47,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,28.569,4.4387,7.4867,1236 1377 1935 25563,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-191,Smooth Off Area Off LWRatio Off,Off,1,38.5345,0.8287,2.6035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,57B153,57,B,NS,nonserpentine,nonserpentine,no,no,4,5,12/15/18,3/11/19,1,3,2,8/22/18,2,3.5,4,8/29/18,.,.,.,10/22/18,1,3.5,4,9/3/18,.,.,.,9/10/18,2,7,6,9/24/18,2,4,6,9/17/18,2,7.5,8,10/1/18,2,9,9,10/8/18,2,10,10,10/15/18,3,11.5,8,11/12/18,4,14,10,11/19/18,,,,11/26/18,,,,,,,,,,,,,,,,,,0.2468,53.6042,0.026,0,0,85,123,16,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,52.6657,0.882,0.0566,0,0,0,0,0,0,0,3.4072,0.189,0.0199,0,0,0,0,0,0,0,1.0845,0.0602,0.0063,0,0,0,0,0,0,0,0.0206,0.0033,0.0006,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0
192,41B192,41,B,NS,nonserpentine,nonserpentine,no,no,1,5,12/15/18,3/4/19,1,3,4,8/22/18,2,3,3,8/29/18,2,6.5,8,10/22/18,1,3,4,9/3/18,1,3,4,9/10/18,2,4,6,9/24/18,2,3.5,5,9/17/18,2,4.5,6,10/1/18,2,4.5,7,10/8/18,2,5.5,7,10/15/18,3,12,11,11/12/18,3,14.5,12,11/19/18,,,,11/26/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,25B185,25,B,NS,nonserpentine,nonserpentine,no,no,9,4,11/17/18,2/22/19,1,3,4,8/22/18,2,3,5,8/29/18,2,10,13,10/22/18,1,3,6,9/3/18,2,4,8,9/10/18,2,5,10,9/24/18,2,4.5,9,9/17/18,2,5,10,10/1/18,2,6.5,12,10/8/18,2,9,15,10/15/18,3,10.5,9,11/12/18,,,,11/19/18,,,,11/26/18,185B,10/10/19 11:16,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,136.3359,12.3063,15.2781,774 972 2712 337833,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-181,Smooth Off Area Off LWRatio Off,Off,1,437.0633,10.3109,32.3926,0.2839,12.4449,0.008,0,0,11,5,0,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,10.8931,1.5111,0.0407,0,0,0,0,0,0,0,0.7075,0.3104,0.0137,0,0,0,0,0,0,0,0.2252,0.0988,0.0044,0,0,0,0,0,0,0,0.005,0.0052,0.0004,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0
147,135B147,135,B,NS,nonserpentine,nonserpentine,no,no,4,3,10/21/18,5/6/19,1,3,3,8/22/18,1,3,4,8/29/18,.,.,.,10/22/18,1,4,4,9/3/18,2,7,6,9/10/18,2,8,9,9/24/18,2,7,7,9/17/18,2,8,11,10/1/18,3,10,10,10/8/18,3,11,12,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,147B,10/15/19 10:46,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,225.0576,12.3063,18.288,618 594 2556 34740,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-188,Smooth Off Area Off LWRatio Off,Off,1,433.1961,14.2092,44.6395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,134B117,134,B,NS,nonserpentine,nonserpentine,no,no,8,3,10/21/18,5/6/19,1,3,2,8/22/18,1,3,3,8/29/18,.,.,.,10/22/18,1,3,4,9/3/18,1,3.5,5,9/10/18,2,6,7,9/24/18,2,3.5,6,9/17/18,2,6,8,10/1/18,2,6,9,10/8/18,3,7.5,9,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,117B,5/8/19 14:42,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,68.868,8.2023,11.4779,848 1372 2136 318016,MAG ANG DIAM LEN,Grey Intr cm 0.006368 0.006348 Scanner.Cal,GreyThdAutom-181,Smooth Off Area Off LWRatio Off,Off,1,245.0971,7.5966,23.8653,0.2295,230.395,0.095,0,0,314,649,231,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,222.5912,3.6655,2.052,1.657,0.1364,0.2586,0.0344,0,0,0,11.1608,0.8113,0.7728,0.884,0.0932,0.2309,0.0338,0,0,0,3.5526,0.2582,0.246,0.2814,0.0297,0.0735,0.0108,0,0,0,0.0527,0.015,0.0233,0.0378,0.0051,0.0164,0.0026,0,0,0,313,0,0,1,0,0,0,0,0,0
166,128B166,128,B,NS,nonserpentine,nonserpentine,no,no,7,3,10/21/18,5/1/19,1,3,2,8/22/18,1,3.5,4,8/29/18,.,.,.,10/22/18,1,3.5,4,9/3/18,2,3.5,5,9/10/18,2,7,7,9/24/18,2,5,6,9/17/18,2,8,9,10/1/18,2,8,9,10/8/18,3,9.5,8,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,166B,10/17/19 9:47,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,98.8837,11.0109,13.4112,870 732 2604 284428,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-187,Smooth Off Area Off LWRatio Off,Off,1,209.8878,4.2896,13.4763,0.2328,803.2773,0.342,0,0,512,2941,1094,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,781.6633,18.0576,2.0042,0.9053,0.5486,0,0.0565,0,0,0,44.4989,3.5478,0.7431,0.4992,0.3935,0,0.0599,0,0,0,14.1644,1.1293,0.2365,0.1589,0.1252,0,0.0191,0,0,0,0.2349,0.0577,0.0223,0.022,0.0225,0,0.0051,0,0,0,510,2,0,0,0,0,0,0,0,0
