sample_num,soil_let,soil_stress,soil_type,microbe_type,nickel,drought,tray,pds,height,leaf.num,date,sample_num_let,winrhizo_date,root_length,proj_area,root_surfacearea,root_diameter,root_length_per_volume,root_volume,wet.biomass.above,dry.biomass.above,moisture.above
34,A,S,serpentine,serpentine,no,no,7,2,2.5,11,10/1/18,.,.,.,.,.,.,.,.,.,.,.
37,A,S,serpentine,serpentine,no,no,2,2,2.5,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
37,A,S,serpentine,serpentine,no,no,2,2,2.5,10,10/8/18,.,.,.,.,.,.,.,.,.,.,.
37,A,S,serpentine,serpentine,no,no,2,2,2.5,6,10/29/18,.,.,.,.,.,.,.,.,.,.,.
39,A,S,serpentine,serpentine,no,no,5,2,2.5,6,10/1/18,.,.,.,.,.,.,.,.,.,.,.
41,A,S,serpentine,serpentine,no,no,6,2,2.5,8,9/24/18,.,.,.,.,.,.,.,.,.,.,.
41,A,S,serpentine,serpentine,no,no,6,2,2.5,10,10/8/18,.,.,.,.,.,.,.,.,.,.,.
41,A,S,serpentine,serpentine,no,no,6,2,2.5,7,10/15/18,.,.,.,.,.,.,.,.,.,.,.
41,A,S,serpentine,serpentine,no,no,6,2,2.5,13,10/22/18,.,.,.,.,.,.,.,.,.,.,.
43,A,S,serpentine,serpentine,no,no,9,2,2.5,7,9/10/18,.,.,.,.,.,.,.,.,.,.,.
43,A,S,serpentine,serpentine,no,no,9,2,2.5,9,9/17/18,.,.,.,.,.,.,.,.,.,.,.
43,A,S,serpentine,serpentine,no,no,9,2,2.5,10,9/24/18,.,.,.,.,.,.,.,.,.,.,.
43,A,S,serpentine,serpentine,no,no,9,2,2.5,11,10/1/18,.,.,.,.,.,.,.,.,.,.,.
46,A,S,serpentine,serpentine,no,no,8,2,2.5,7,9/10/18,.,.,.,.,.,.,.,.,.,.,.
46,A,S,serpentine,serpentine,no,no,8,2,2.5,8,9/17/18,.,.,.,.,.,.,.,.,.,.,.
46,A,S,serpentine,serpentine,no,no,8,2,2.5,8,9/24/18,.,.,.,.,.,.,.,.,.,.,.
47,A,S,serpentine,serpentine,no,no,2,2,2.5,11,10/1/18,.,.,.,.,.,.,.,.,.,.,.
47,A,S,serpentine,serpentine,no,no,2,2,2.5,14,10/22/18,.,.,.,.,.,.,.,.,.,.,.
47,A,S,serpentine,serpentine,no,no,2,2,2.5,15,11/5/19,.,.,.,.,.,.,.,.,.,.,.
49,A,S,serpentine,serpentine,no,no,4,2,2.5,5,9/17/18,.,.,.,.,.,.,.,.,.,.,.
49,A,S,serpentine,serpentine,no,no,4,2,2.5,11,10/8/18,.,.,.,.,.,.,.,.,.,.,.
49,A,S,serpentine,serpentine,no,no,4,2,2.5,15,11/5/19,.,.,.,.,.,.,.,.,.,.,.
50,A,S,serpentine,serpentine,no,no,7,2,2.5,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
50,A,S,serpentine,serpentine,no,no,7,2,2.5,7,10/8/18,.,.,.,.,.,.,.,.,.,.,.
50,A,S,serpentine,serpentine,no,no,7,2,2.5,10,10/22/18,.,.,.,.,.,.,.,.,.,.,.
51,A,S,serpentine,serpentine,no,no,6,2,2.5,7,9/17/18,.,.,.,.,.,.,.,.,.,.,.
51,A,S,serpentine,serpentine,no,no,6,2,2.5,5,10/15/18,.,.,.,.,.,.,.,.,.,.,.
52,A,S,serpentine,serpentine,no,no,3,2,2.5,14,10/8/18,.,.,.,.,.,.,.,.,.,.,.
52,A,S,serpentine,serpentine,no,no,3,2,2.5,15,10/15/18,.,.,.,.,.,.,.,.,.,.,.
56,A,S,serpentine,serpentine,no,no,3,2,2.5,8,9/10/18,.,.,.,.,.,.,.,.,.,.,.
56,A,S,serpentine,serpentine,no,no,3,2,2.5,9,9/17/18,.,.,.,.,.,.,.,.,.,.,.
56,A,S,serpentine,serpentine,no,no,3,2,2.5,14,10/8/18,.,.,.,.,.,.,.,.,.,.,.
56,A,S,serpentine,serpentine,no,no,3,2,2.5,15,10/15/18,.,.,.,.,.,.,.,.,.,.,.
62,A,S,serpentine,serpentine,no,no,1,2,2.5,5,9/24/18,.,.,.,.,.,.,.,.,.,.,.
62,A,S,serpentine,serpentine,no,no,1,2,2.5,8,10/1/18,.,.,.,.,.,.,.,.,.,.,.
62,A,S,serpentine,serpentine,no,no,1,2,2.5,10,10/8/18,.,.,.,.,.,.,.,.,.,.,.
63,A,S,serpentine,serpentine,no,no,5,2,2.5,15,10/8/18,.,.,.,.,.,.,.,.,.,.,.
64,A,S,serpentine,serpentine,no,no,4,2,2.5,7,9/17/18,.,.,.,.,.,.,.,.,.,.,.
64,A,S,serpentine,serpentine,no,no,4,2,2.5,7,9/24/18,.,.,.,.,.,.,.,.,.,.,.
64,A,S,serpentine,serpentine,no,no,4,2,2.5,15,11/5/19,.,.,.,.,.,.,.,.,.,.,.
65,A,S,serpentine,serpentine,no,no,1,2,2.5,10,10/29/18,.,.,.,.,.,.,.,.,.,.,.
65,A,S,serpentine,serpentine,no,no,1,2,2.5,7,11/12/18,.,.,.,.,.,.,.,.,.,.,.
71,A,S,serpentine,serpentine,no,no,1,2,2.5,6,9/24/18,.,.,.,.,.,.,.,.,.,.,.
71,A,S,serpentine,serpentine,no,no,1,2,2.5,8,10/1/18,.,.,.,.,.,.,.,.,.,.,.
71,A,S,serpentine,serpentine,no,no,1,2,2.5,9,10/8/18,.,.,.,.,.,.,.,.,.,.,.
75,A,S,serpentine,serpentine,no,no,7,2,2.5,8,9/10/18,.,.,.,.,.,.,.,.,.,.,.
75,A,S,serpentine,serpentine,no,no,7,2,2.5,9,9/17/18,.,.,.,.,.,.,.,.,.,.,.
78,A,S,serpentine,serpentine,no,no,7,2,2.5,9,10/15/18,.,.,.,.,.,.,.,.,.,.,.
79,A,S,serpentine,serpentine,no,no,7,2,2.5,5,9/3/18,.,.,.,.,.,.,.,.,.,.,.
81,A,S,serpentine,serpentine,no,no,2,2,2.5,10,10/1/18,.,.,.,.,.,.,.,.,.,.,.
81,A,S,serpentine,serpentine,no,no,2,2,2.5,12,10/8/18,.,.,.,.,.,.,.,.,.,.,.
81,A,S,serpentine,serpentine,no,no,2,2,2.5,13,10/15/18,.,.,.,.,.,.,.,.,.,.,.
83,A,S,serpentine,serpentine,no,no,9,2,2.5,8,10/29/18,.,.,.,.,.,.,.,.,.,.,.
84,A,S,serpentine,serpentine,no,no,6,2,2.5,6,9/17/18,.,.,.,.,.,.,.,.,.,.,.
85,A,S,serpentine,serpentine,no,no,7,2,2.5,10,10/8/18,.,.,.,.,.,.,.,.,.,.,.
87,A,S,serpentine,serpentine,no,no,3,2,2.5,14,10/15/18,.,.,.,.,.,.,.,.,.,.,.
88,A,S,serpentine,serpentine,no,no,5,2,2.5,12,9/24/18,.,.,.,.,.,.,.,.,.,.,.
88,A,S,serpentine,serpentine,no,no,5,2,2.5,14,10/1/18,.,.,.,.,.,.,.,.,.,.,.
88,A,S,serpentine,serpentine,no,no,5,2,2.5,15,10/15/18,.,.,.,.,.,.,.,.,.,.,.
88,A,S,serpentine,serpentine,no,no,5,2,2.5,14,10/22/18,.,.,.,.,.,.,.,.,.,.,.
90,A,S,serpentine,serpentine,no,no,1,2,2.5,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
90,A,S,serpentine,serpentine,no,no,1,2,2.5,10,10/8/18,.,.,.,.,.,.,.,.,.,.,.
92,A,S,serpentine,serpentine,no,no,4,2,2.5,7,9/24/18,.,.,.,.,.,.,.,.,.,.,.
92,A,S,serpentine,serpentine,no,no,4,2,2.5,8,10/1/18,.,.,.,.,.,.,.,.,.,.,.
92,A,S,serpentine,serpentine,no,no,4,2,2.5,13,11/5/19,.,.,.,.,.,.,.,.,.,.,.
94,A,S,serpentine,serpentine,no,no,1,2,2.5,8,9/24/18,.,.,.,.,.,.,.,.,.,.,.
94,A,S,serpentine,serpentine,no,no,1,2,2.5,11,10/1/18,.,.,.,.,.,.,.,.,.,.,.
94,A,S,serpentine,serpentine,no,no,1,2,2.5,14,10/8/18,.,.,.,.,.,.,.,.,.,.,.
95,A,S,serpentine,serpentine,no,no,6,2,2.5,6,9/3/18,.,.,.,.,.,.,.,.,.,.,.
95,A,S,serpentine,serpentine,no,no,6,2,2.5,12,10/22/18,.,.,.,.,.,.,.,.,.,.,.
96,A,S,serpentine,serpentine,no,no,1,2,2.5,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
96,A,S,serpentine,serpentine,no,no,1,2,2.5,13,10/8/18,.,.,.,.,.,.,.,.,.,.,.
31,A,S,serpentine,serpentine,no,no,9,3,2.5,6,10/22/18,.,.,.,.,.,.,.,.,.,.,.
55,A,S,serpentine,serpentine,no,no,9,3,2.5,9,11/12/18,.,.,.,.,.,.,.,.,.,.,.
62,A,S,serpentine,serpentine,no,no,1,3,2.5,6,10/22/18,.,.,.,.,.,.,.,.,.,.,.
71,A,S,serpentine,serpentine,no,no,1,3,2.5,9,10/22/18,.,.,.,.,.,.,.,.,.,.,.
33,A,S,serpentine,serpentine,no,no,8,2,2,5,9/10/18,33A,10/22/19 10:56,2.5198,0.0813,0.2554,0.3226,2.5198,0.002,0.01,0.01,0
15,A,S,serpentine,serpentine,no,no,2,2,2,6,9/10/18,15A,10/29/19 9:26,11.9873,0.5068,1.5921,0.4228,11.9873,0.017,0.58,0.1346,0.4454
28,A,S,serpentine,serpentine,no,no,2,2,2,13,10/15/18,28A,10/10/19 11:21,17.38,0.6837,2.1478,0.3934,17.38,0.021,0.12,0.0271,0.0929
60,A,S,serpentine,serpentine,no,no,8,1,2,4,12/1/18,60A,4/10/19 14:47,17.8476,0.5809,1.825,0.3255,17.8476,0.015,0.001,0.001,.
39,A,S,serpentine,serpentine,no,no,5,3,2,4,10/15/18,39A,10/10/19 11:34,18.409,0.7091,2.2278,0.3852,18.409,0.021,0.02,0.0111,0.0089
61,A,S,serpentine,serpentine,no,no,7,3,2,8,10/15/18,61A,5/8/19 14:11,20.8,0.9513,2.9886,0.4574,20.8,0.034,0.04,0.0167,0.0233
34,A,S,serpentine,serpentine,no,no,7,2,2,12,10/15/18,34A,10/10/19 11:25,27.9828,0.8401,2.6391,0.3002,27.9828,0.02,0.03,0.0214,0.0086
76,A,S,serpentine,serpentine,no,no,7,3,2,12,10/15/18,76A,10/10/19 11:30,30.4648,1.1611,3.6476,0.3811,30.4648,0.035,0.06,0.0342,0.0258
22,A,S,serpentine,serpentine,no,no,6,4,2,6,11/12/18,22A,5/8/19 15:24,35.6873,1.1107,3.4895,0.3112,35.6873,0.027,0.06,0.02,0.04
63,A,S,serpentine,serpentine,no,no,5,2,2,16,10/15/18,63A,10/24/19 10:42,39.3341,1.5708,4.9347,0.3993,39.3341,0.049,0.02,0.004,0.016
5,A,S,serpentine,serpentine,no,no,1,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
6,A,S,serpentine,serpentine,no,no,8,1,2,2,8/22/18,.,.,.,.,.,.,.,.,.,.,.
11,A,S,serpentine,serpentine,no,no,6,1,2,2,8/22/18,.,.,.,.,.,.,.,.,.,.,.
15,A,S,serpentine,serpentine,no,no,2,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
15,A,S,serpentine,serpentine,no,no,2,1,2,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
16,A,S,serpentine,serpentine,no,no,5,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
16,A,S,serpentine,serpentine,no,no,5,1,2,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
16,A,S,serpentine,serpentine,no,no,5,1,2,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
19,A,S,serpentine,serpentine,no,no,2,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
19,A,S,serpentine,serpentine,no,no,2,1,2,5,9/3/18,.,.,.,.,.,.,.,.,.,.,.
20,A,S,serpentine,serpentine,no,no,8,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
20,A,S,serpentine,serpentine,no,no,8,1,2,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
22,A,S,serpentine,serpentine,no,no,6,1,2,6,9/3/18,.,.,.,.,.,.,.,.,.,.,.
24,A,S,serpentine,serpentine,no,no,5,1,2,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
24,A,S,serpentine,serpentine,no,no,5,1,2,6,9/3/18,.,.,.,.,.,.,.,.,.,.,.
26,A,S,serpentine,serpentine,no,no,8,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
26,A,S,serpentine,serpentine,no,no,8,1,2,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
32,A,S,serpentine,serpentine,no,no,9,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
32,A,S,serpentine,serpentine,no,no,9,1,2,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
32,A,S,serpentine,serpentine,no,no,9,1,2,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
33,A,S,serpentine,serpentine,no,no,8,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
34,A,S,serpentine,serpentine,no,no,7,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
36,A,S,serpentine,serpentine,no,no,9,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
36,A,S,serpentine,serpentine,no,no,9,1,2,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
39,A,S,serpentine,serpentine,no,no,5,1,2,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
39,A,S,serpentine,serpentine,no,no,5,1,2,5,9/24/18,.,.,.,.,.,.,.,.,.,.,.
46,A,S,serpentine,serpentine,no,no,8,1,2,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
47,A,S,serpentine,serpentine,no,no,2,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
47,A,S,serpentine,serpentine,no,no,2,1,2,3,8/29/18,.,.,.,.,.,.,.,.,.,.,.
47,A,S,serpentine,serpentine,no,no,2,1,2,3,9/3/18,.,.,.,.,.,.,.,.,.,.,.
49,A,S,serpentine,serpentine,no,no,4,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
49,A,S,serpentine,serpentine,no,no,4,1,2,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
49,A,S,serpentine,serpentine,no,no,4,1,2,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
53,A,S,serpentine,serpentine,no,no,9,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
55,A,S,serpentine,serpentine,no,no,9,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
55,A,S,serpentine,serpentine,no,no,9,1,2,5,9/3/18,.,.,.,.,.,.,.,.,.,.,.
59,A,S,serpentine,serpentine,no,no,7,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
59,A,S,serpentine,serpentine,no,no,7,1,2,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
60,A,S,serpentine,serpentine,no,no,8,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
61,A,S,serpentine,serpentine,no,no,7,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
62,A,S,serpentine,serpentine,no,no,1,1,2,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
64,A,S,serpentine,serpentine,no,no,4,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
66,A,S,serpentine,serpentine,no,no,5,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
66,A,S,serpentine,serpentine,no,no,5,1,2,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
66,A,S,serpentine,serpentine,no,no,5,1,2,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
67,A,S,serpentine,serpentine,no,no,1,1,2,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
67,A,S,serpentine,serpentine,no,no,1,1,2,5,9/3/18,.,.,.,.,.,.,.,.,.,.,.
68,A,S,serpentine,serpentine,no,no,8,1,2,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
70,A,S,serpentine,serpentine,no,no,6,1,2,4,9/17/18,.,.,.,.,.,.,.,.,.,.,.
71,A,S,serpentine,serpentine,no,no,1,1,2,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
75,A,S,serpentine,serpentine,no,no,7,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
75,A,S,serpentine,serpentine,no,no,7,1,2,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
75,A,S,serpentine,serpentine,no,no,7,1,2,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
79,A,S,serpentine,serpentine,no,no,7,1,2,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
80,A,S,serpentine,serpentine,no,no,8,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
80,A,S,serpentine,serpentine,no,no,8,1,2,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
83,A,S,serpentine,serpentine,no,no,9,1,2,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
83,A,S,serpentine,serpentine,no,no,9,1,2,8,9/3/18,.,.,.,.,.,.,.,.,.,.,.
84,A,S,serpentine,serpentine,no,no,6,1,2,2,8/29/18,.,.,.,.,.,.,.,.,.,.,.
84,A,S,serpentine,serpentine,no,no,6,1,2,8,9/24/18,.,.,.,.,.,.,.,.,.,.,.
86,A,S,serpentine,serpentine,no,no,5,1,2,6,8/22/18,.,.,.,.,.,.,.,.,.,.,.
91,A,S,serpentine,serpentine,no,no,6,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
91,A,S,serpentine,serpentine,no,no,6,1,2,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
91,A,S,serpentine,serpentine,no,no,6,1,2,6,9/3/18,.,.,.,.,.,.,.,.,.,.,.
92,A,S,serpentine,serpentine,no,no,4,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
95,A,S,serpentine,serpentine,no,no,6,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
96,A,S,serpentine,serpentine,no,no,1,1,2,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
16,A,S,serpentine,serpentine,no,no,5,2,2,7,9/10/18,.,.,.,.,.,.,.,.,.,.,.
16,A,S,serpentine,serpentine,no,no,5,2,2,6,9/17/18,.,.,.,.,.,.,.,.,.,.,.
16,A,S,serpentine,serpentine,no,no,5,2,2,7,9/24/18,.,.,.,.,.,.,.,.,.,.,.
16,A,S,serpentine,serpentine,no,no,5,2,2,11,10/29/18,.,.,.,.,.,.,.,.,.,.,.
16,A,S,serpentine,serpentine,no,no,5,2,2,5,11/12/18,.,.,.,.,.,.,.,.,.,.,.
17,A,S,serpentine,serpentine,no,no,3,2,2,13,10/8/18,.,.,.,.,.,.,.,.,.,.,.
17,A,S,serpentine,serpentine,no,no,3,2,2,14,10/15/18,.,.,.,.,.,.,.,.,.,.,.
18,A,S,serpentine,serpentine,no,no,4,2,2,10,10/1/18,.,.,.,.,.,.,.,.,.,.,.
18,A,S,serpentine,serpentine,no,no,4,2,2,12,10/8/18,.,.,.,.,.,.,.,.,.,.,.
19,A,S,serpentine,serpentine,no,no,2,2,2,8,9/10/18,.,.,.,.,.,.,.,.,.,.,.
19,A,S,serpentine,serpentine,no,no,2,2,2,9,9/17/18,.,.,.,.,.,.,.,.,.,.,.
19,A,S,serpentine,serpentine,no,no,2,2,2,10,9/24/18,.,.,.,.,.,.,.,.,.,.,.
19,A,S,serpentine,serpentine,no,no,2,2,2,11,10/8/18,.,.,.,.,.,.,.,.,.,.,.
19,A,S,serpentine,serpentine,no,no,2,2,2,11,10/22/18,.,.,.,.,.,.,.,.,.,.,.
22,A,S,serpentine,serpentine,no,no,6,2,2,7,9/17/18,.,.,.,.,.,.,.,.,.,.,.
24,A,S,serpentine,serpentine,no,no,5,2,2,7,9/10/18,.,.,.,.,.,.,.,.,.,.,.
24,A,S,serpentine,serpentine,no,no,5,2,2,10,9/24/18,.,.,.,.,.,.,.,.,.,.,.
26,A,S,serpentine,serpentine,no,no,8,2,2,7,9/24/18,.,.,.,.,.,.,.,.,.,.,.
26,A,S,serpentine,serpentine,no,no,8,2,2,9,10/1/18,.,.,.,.,.,.,.,.,.,.,.
26,A,S,serpentine,serpentine,no,no,8,2,2,10,10/8/18,.,.,.,.,.,.,.,.,.,.,.
26,A,S,serpentine,serpentine,no,no,8,2,2,11,10/15/18,.,.,.,.,.,.,.,.,.,.,.
28,A,S,serpentine,serpentine,no,no,2,2,2,13,10/8/18,.,.,.,.,.,.,.,.,.,.,.
30,A,S,serpentine,serpentine,no,no,7,2,2,6,9/24/18,.,.,.,.,.,.,.,.,.,.,.
30,A,S,serpentine,serpentine,no,no,7,2,2,13,10/22/18,.,.,.,.,.,.,.,.,.,.,.
31,A,S,serpentine,serpentine,no,no,9,2,2,10,10/1/18,.,.,.,.,.,.,.,.,.,.,.
31,A,S,serpentine,serpentine,no,no,9,2,2,8,10/15/18,.,.,.,.,.,.,.,.,.,.,.
33,A,S,serpentine,serpentine,no,no,8,2,2,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
34,A,S,serpentine,serpentine,no,no,7,2,2,8,9/10/18,.,.,.,.,.,.,.,.,.,.,.
34,A,S,serpentine,serpentine,no,no,7,2,2,11,10/8/18,.,.,.,.,.,.,.,.,.,.,.
36,A,S,serpentine,serpentine,no,no,9,2,2,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
37,A,S,serpentine,serpentine,no,no,2,2,2,9,10/15/18,.,.,.,.,.,.,.,.,.,.,.
37,A,S,serpentine,serpentine,no,no,2,2,2,7,10/22/18,.,.,.,.,.,.,.,.,.,.,.
39,A,S,serpentine,serpentine,no,no,5,2,2,5,10/8/18,.,.,.,.,.,.,.,.,.,.,.
41,A,S,serpentine,serpentine,no,no,6,2,2,8,9/10/18,.,.,.,.,.,.,.,.,.,.,.
41,A,S,serpentine,serpentine,no,no,6,2,2,8,10/1/18,.,.,.,.,.,.,.,.,.,.,.
46,A,S,serpentine,serpentine,no,no,8,2,2,9,10/8/18,.,.,.,.,.,.,.,.,.,.,.
47,A,S,serpentine,serpentine,no,no,2,2,2,8,9/10/18,.,.,.,.,.,.,.,.,.,.,.
47,A,S,serpentine,serpentine,no,no,2,2,2,14,9/17/18,.,.,.,.,.,.,.,.,.,.,.
47,A,S,serpentine,serpentine,no,no,2,2,2,14,9/24/18,.,.,.,.,.,.,.,.,.,.,.
47,A,S,serpentine,serpentine,no,no,2,2,2,16,10/15/18,.,.,.,.,.,.,.,.,.,.,.
49,A,S,serpentine,serpentine,no,no,4,2,2,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
49,A,S,serpentine,serpentine,no,no,4,2,2,8,9/24/18,.,.,.,.,.,.,.,.,.,.,.
49,A,S,serpentine,serpentine,no,no,4,2,2,8,10/1/18,.,.,.,.,.,.,.,.,.,.,.
49,A,S,serpentine,serpentine,no,no,4,2,2,14,10/15/18,.,.,.,.,.,.,.,.,.,.,.
50,A,S,serpentine,serpentine,no,no,7,2,2,6,9/17/18,.,.,.,.,.,.,.,.,.,.,.
50,A,S,serpentine,serpentine,no,no,7,2,2,9,10/1/18,.,.,.,.,.,.,.,.,.,.,.
50,A,S,serpentine,serpentine,no,no,7,2,2,8,10/15/18,.,.,.,.,.,.,.,.,.,.,.
51,A,S,serpentine,serpentine,no,no,6,2,2,7,10/1/18,.,.,.,.,.,.,.,.,.,.,.
51,A,S,serpentine,serpentine,no,no,6,2,2,6,10/8/18,.,.,.,.,.,.,.,.,.,.,.
51,A,S,serpentine,serpentine,no,no,6,2,2,6,11/12/18,.,.,.,.,.,.,.,.,.,.,.
53,A,S,serpentine,serpentine,no,no,9,2,2,9,9/10/18,.,.,.,.,.,.,.,.,.,.,.
53,A,S,serpentine,serpentine,no,no,9,2,2,9,9/17/18,.,.,.,.,.,.,.,.,.,.,.
53,A,S,serpentine,serpentine,no,no,9,2,2,10,9/24/18,.,.,.,.,.,.,.,.,.,.,.
53,A,S,serpentine,serpentine,no,no,9,2,2,11,10/1/18,.,.,.,.,.,.,.,.,.,.,.
53,A,S,serpentine,serpentine,no,no,9,2,2,8,10/8/18,.,.,.,.,.,.,.,.,.,.,.
53,A,S,serpentine,serpentine,no,no,9,2,2,14,10/15/18,.,.,.,.,.,.,.,.,.,.,.
53,A,S,serpentine,serpentine,no,no,9,2,2,16,10/29/18,.,.,.,.,.,.,.,.,.,.,.
55,A,S,serpentine,serpentine,no,no,9,2,2,7,9/10/18,.,.,.,.,.,.,.,.,.,.,.
55,A,S,serpentine,serpentine,no,no,9,2,2,7,9/17/18,.,.,.,.,.,.,.,.,.,.,.
55,A,S,serpentine,serpentine,no,no,9,2,2,11,10/15/18,.,.,.,.,.,.,.,.,.,.,.
59,A,S,serpentine,serpentine,no,no,7,2,2,7,9/10/18,.,.,.,.,.,.,.,.,.,.,.
59,A,S,serpentine,serpentine,no,no,7,2,2,8,10/1/18,.,.,.,.,.,.,.,.,.,.,.
60,A,S,serpentine,serpentine,no,no,8,2,2,2,9/17/18,.,.,.,.,.,.,.,.,.,.,.
61,A,S,serpentine,serpentine,no,no,7,2,2,6,9/17/18,.,.,.,.,.,.,.,.,.,.,.
61,A,S,serpentine,serpentine,no,no,7,2,2,9,10/1/18,.,.,.,.,.,.,.,.,.,.,.
62,A,S,serpentine,serpentine,no,no,1,2,2,6,10/29/18,.,.,.,.,.,.,.,.,.,.,.
64,A,S,serpentine,serpentine,no,no,4,2,2,15,10/15/18,.,.,.,.,.,.,.,.,.,.,.
64,A,S,serpentine,serpentine,no,no,4,2,2,13,11/12/18,.,.,.,.,.,.,.,.,.,.,.
65,A,S,serpentine,serpentine,no,no,1,2,2,10,9/24/18,.,.,.,.,.,.,.,.,.,.,.
65,A,S,serpentine,serpentine,no,no,1,2,2,10,10/8/18,.,.,.,.,.,.,.,.,.,.,.
66,A,S,serpentine,serpentine,no,no,5,2,2,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
66,A,S,serpentine,serpentine,no,no,5,2,2,6,9/17/18,.,.,.,.,.,.,.,.,.,.,.
66,A,S,serpentine,serpentine,no,no,5,2,2,8,9/24/18,.,.,.,.,.,.,.,.,.,.,.
66,A,S,serpentine,serpentine,no,no,5,2,2,9,10/1/18,.,.,.,.,.,.,.,.,.,.,.
66,A,S,serpentine,serpentine,no,no,5,2,2,8,10/8/18,.,.,.,.,.,.,.,.,.,.,.
66,A,S,serpentine,serpentine,no,no,5,2,2,14,10/22/18,.,.,.,.,.,.,.,.,.,.,.
66,A,S,serpentine,serpentine,no,no,5,2,2,10,11/12/18,.,.,.,.,.,.,.,.,.,.,.
71,A,S,serpentine,serpentine,no,no,1,2,2,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
71,A,S,serpentine,serpentine,no,no,1,2,2,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
71,A,S,serpentine,serpentine,no,no,1,2,2,6,9/17/18,.,.,.,.,.,.,.,.,.,.,.
75,A,S,serpentine,serpentine,no,no,7,2,2,7,10/1/18,.,.,.,.,.,.,.,.,.,.,.
78,A,S,serpentine,serpentine,no,no,7,2,2,10,10/22/18,.,.,.,.,.,.,.,.,.,.,.
78,A,S,serpentine,serpentine,no,no,7,2,2,3,11/12/18,.,.,.,.,.,.,.,.,.,.,.
83,A,S,serpentine,serpentine,no,no,9,2,2,7,9/10/18,.,.,.,.,.,.,.,.,.,.,.
83,A,S,serpentine,serpentine,no,no,9,2,2,8,9/24/18,.,.,.,.,.,.,.,.,.,.,.
83,A,S,serpentine,serpentine,no,no,9,2,2,10,10/15/18,.,.,.,.,.,.,.,.,.,.,.
